Driver_ID,Ride_Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,Avg_VTAT,Avg_CTAT,Cancelled_Rides_by_Customer,Reason_for_Cancelling_by_Customer,Cancelled_Rides_by_Driver,Reason_for_Cancelling_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating
500179,26-01-2024,06:00:00,CNR4022775,Cancelled by Driver,441819,Prime Sedan,Area-35,Area-12,0,0,0,NULL,1,Customer related issue,0,NULL,0,NULL,0,0,0
500105,20-01-2024,12:00:00,CNR1649333,Success,280908,Bike,Area-23,Area-30,16.46,21.47,0,NULL,0,NULL,0,NULL,311.2,Cash,15.57,4.2,3.2
500176,11-01-2024,04:00:00,CNR3165413,Success,776604,eBike,Area-41,Area-35,18.68,6.02,0,NULL,0,NULL,0,NULL,1691.87,Cash,9.18,3.6,3.4
500119,16-01-2024,07:00:00,CNR9413564,Success,275377,Mini,Area-46,Area-29,2.57,1.89,0,NULL,0,NULL,0,NULL,1098.34,Card,38.29,3.6,3.5
500193,20-01-2024,12:00:00,CNR5745525,Incomplete,896922,Auto,Area-35,Area-49,0,0,0,NULL,0,NULL,1,Other Issue,0,NULL,0,0,0
500127,19-01-2024,19:00:00,CNR5918729,Success,223088,Mini,Area-23,Area-6,15.74,7.87,0,NULL,0,NULL,0,NULL,1435.97,Wallet,40.72,4.2,3.7
500179,08-01-2024,01:00:00,CNR6788555,Success,700556,Prime Sedan,Area-46,Area-19,6.08,25.88,0,NULL,0,NULL,0,NULL,1927.41,Wallet,49.29,4.4,3.2
500188,03-01-2024,12:00:00,CNR9818278,Cancelled by Driver,249077,Mini,Area-44,Area-26,0,0,0,NULL,1,The customer was coughing/sick,0,NULL,0,NULL,0,0,0
500118,27-01-2024,18:00:00,CNR4468052,Incomplete,443187,Mini,Area-24,Area-30,0,0,0,NULL,0,NULL,1,Other Issue,0,NULL,0,0,0
500142,01-01-2024,02:00:00,CNR8809668,Cancelled by Driver,964915,Mini,Area-26,Area-14,0,0,0,NULL,1,Customer related issue,0,NULL,0,NULL,0,0,0
500143,22-01-2024,02:00:00,CNR2835543,Cancelled by Customer,756596,Auto,Area-4,Area-3,0,0,1,Change of plans,0,NULL,0,NULL,0,NULL,0,0,0
500187,01-01-2024,16:00:00,CNR1840926,Success,387330,Prime Plus,Area-42,Area-20,2.77,11.45,0,NULL,0,NULL,0,NULL,150.99,UPI,5.04,4.3,4.3
500193,30-01-2024,20:00:00,CNR7400205,Success,829386,Auto,Area-29,Area-1,7.53,4.5,0,NULL,0,NULL,0,NULL,496.45,Cash,43.16,4.4,4
500132,05-01-2024,08:00:00,CNR1323886,Cancelled by Customer,108886,Bike,Area-5,Area-34,0,0,1,Wrong Address,0,NULL,0,NULL,0,NULL,0,0,0
500149,28-01-2024,17:00:00,CNR1327964,Success,229139,Prime SUV,Area-7,Area-9,12.2,12.14,0,NULL,0,NULL,0,NULL,590.09,Cash,48.2,3.6,3.3
500175,11-01-2024,14:00:00,CNR5667686,Success,297810,Bike,Area-34,Area-39,15.21,9.57,0,NULL,0,NULL,0,NULL,1015.03,Cash,3.67,4.8,4.9
500198,11-01-2024,06:00:00,CNR4559991,Cancelled by Driver,672896,Prime Sedan,Area-37,Area-27,0,0,0,NULL,1,Customer related issue,0,NULL,0,NULL,0,0,0
500173,21-01-2024,02:00:00,CNR9700200,Cancelled by Driver,847245,eBike,Area-33,Area-19,0,0,0,NULL,1,More than permitted people in there,0,NULL,0,NULL,0,0,0
500163,19-01-2024,01:00:00,CNR7056235,Success,509711,Prime Sedan,Area-10,Area-35,12.14,23.13,0,NULL,0,NULL,0,NULL,903.1,Card,32.84,4.3,3.6
500159,03-01-2024,11:00:00,CNR2916066,Success,835575,Prime Plus,Area-1,Area-46,1.22,15.4,0,NULL,0,NULL,0,NULL,555.53,UPI,17.99,4,4.6
500115,06-01-2024,09:00:00,CNR7871834,Success,758015,Bike,Area-17,Area-46,2.46,14.2,0,NULL,0,NULL,0,NULL,766.99,UPI,18.65,4,4.1
500159,05-01-2024,09:00:00,CNR8617080,Success,287654,Prime Plus,Area-24,Area-25,18.69,25.87,0,NULL,0,NULL,0,NULL,867.77,UPI,28.09,4.8,4.5
500137,11-01-2024,14:00:00,CNR4720359,Success,172274,Mini,Area-34,Area-3,17.66,26.11,0,NULL,0,NULL,0,NULL,940.66,UPI,38.9,3.6,3.2
500102,09-01-2024,13:00:00,CNR2772399,Cancelled by Driver,934638,Prime SUV,Area-47,Area-35,0,0,0,NULL,1,Customer related issue,0,NULL,0,NULL,0,0,0
500122,07-01-2024,10:00:00,CNR0423889,Success,873935,Prime SUV,Area-43,Area-25,14.82,4.01,0,NULL,0,NULL,0,NULL,166.8,Card,26.96,3.5,4
500135,12-01-2024,22:00:00,CNR0985739,Success,768169,Prime Plus,Area-7,Area-33,16.58,3.17,0,NULL,0,NULL,0,NULL,511.7,UPI,28.82,3.9,4.9
500155,14-01-2024,10:00:00,CNR9383429,Success,262959,Auto,Area-50,Area-38,3.01,14.04,0,NULL,0,NULL,0,NULL,1552.16,Wallet,16.39,3.2,3.7
500138,14-01-2024,03:00:00,CNR4808376,Success,845702,Auto,Area-21,Area-10,5.72,11.32,0,NULL,0,NULL,0,NULL,1981.82,Cash,26.16,4.4,3.5
500123,18-01-2024,06:00:00,CNR8550171,Success,307757,Prime Plus,Area-50,Area-15,16.65,11.79,0,NULL,0,NULL,0,NULL,554.7,Cash,31.88,4.3,4.2
500158,01-01-2024,22:00:00,CNR9168088,Success,701761,Prime Plus,Area-30,Area-4,9.23,22.01,0,NULL,0,NULL,0,NULL,740.19,Card,25.31,3.8,3.9
500156,12-01-2024,17:00:00,CNR2806224,Success,501620,Prime Sedan,Area-4,Area-6,3.61,6.78,0,NULL,0,NULL,0,NULL,1614.23,Cash,44.35,4.1,4.3
500188,17-01-2024,07:00:00,CNR7354953,Success,130726,Prime Plus,Area-21,Area-39,18.02,23.58,0,NULL,0,NULL,0,NULL,1545.34,Card,3.87,5,4.1
500105,07-01-2024,19:00:00,CNR1628909,Success,986278,Prime SUV,Area-25,Area-23,4.3,7.86,0,NULL,0,NULL,0,NULL,1203.55,UPI,16.58,4.5,3.7
500171,25-01-2024,05:00:00,CNR5519843,Success,730889,Prime Plus,Area-6,Area-4,5.16,16.27,0,NULL,0,NULL,0,NULL,304.45,Card,1.03,4.8,3.4
500145,14-01-2024,19:00:00,CNR0171153,Success,714483,Mini,Area-46,Area-43,2.92,9.75,0,NULL,0,NULL,0,NULL,1594.09,Wallet,7.69,3.3,4.9
500188,28-01-2024,16:00:00,CNR3758636,Cancelled by Driver,821942,eBike,Area-25,Area-20,0,0,0,NULL,1,The customer was coughing/sick,0,NULL,0,NULL,0,0,0
500187,06-01-2024,10:00:00,CNR1075875,Success,770718,Prime Plus,Area-21,Area-40,11.75,28.16,0,NULL,0,NULL,0,NULL,1965.64,Card,7.89,4.5,3.5
500144,28-01-2024,03:00:00,CNR8076842,Success,925250,Prime Sedan,Area-5,Area-23,3.05,1.04,0,NULL,0,NULL,0,NULL,1774.88,Wallet,19.91,4.5,4.9
500111,17-01-2024,03:00:00,CNR3387572,Success,434198,Auto,Area-3,Area-19,5.96,4.04,0,NULL,0,NULL,0,NULL,196.25,Cash,17.75,4.8,3.3
500177,15-01-2024,10:00:00,CNR5640918,Success,299212,Prime Plus,Area-7,Area-22,8.78,17.07,0,NULL,0,NULL,0,NULL,629.93,Cash,46.35,4.1,4.3
500161,03-01-2024,02:00:00,CNR3540008,Success,126985,Auto,Area-31,Area-13,4.93,19.51,0,NULL,0,NULL,0,NULL,1580.51,Wallet,48.88,3.9,3.2
500175,21-01-2024,20:00:00,CNR8263331,Success,337232,Prime Sedan,Area-29,Area-30,16.9,17.36,0,NULL,0,NULL,0,NULL,1352.88,Wallet,8.41,4.4,3.2
500115,26-01-2024,03:00:00,CNR2035969,Success,182790,Prime Sedan,Area-16,Area-31,8.5,25.76,0,NULL,0,NULL,0,NULL,1164.4,Card,2.7,4.1,4
500190,06-01-2024,03:00:00,CNR9491210,Success,962520,Prime Plus,Area-44,Area-28,12.92,25.19,0,NULL,0,NULL,0,NULL,180.67,Wallet,13.64,4.8,4.8
500162,24-01-2024,17:00:00,CNR3324876,Success,256911,Mini,Area-27,Area-8,3.82,18.05,0,NULL,0,NULL,0,NULL,1147.23,Cash,38.16,4.9,4.8
500106,13-01-2024,04:00:00,CNR8882654,Success,738221,Bike,Area-26,Area-10,13.94,12.65,0,NULL,0,NULL,0,NULL,146.12,Wallet,20.39,4.8,4.4
500188,12-01-2024,11:00:00,CNR8083246,Success,879850,Prime Sedan,Area-15,Area-9,9.42,24.95,0,NULL,0,NULL,0,NULL,416.47,Card,14.2,3.8,4.3
500113,18-01-2024,08:00:00,CNR7788513,Success,649753,Prime SUV,Area-9,Area-50,17.71,1.84,0,NULL,0,NULL,0,NULL,536.51,Wallet,10.45,4.7,4.7
500154,03-01-2024,03:00:00,CNR9728561,Success,567773,Bike,Area-24,Area-32,4.37,26.24,0,NULL,0,NULL,0,NULL,1794.26,Cash,29.76,3.7,3.3
500112,13-01-2024,03:00:00,CNR0087222,Success,121026,Bike,Area-42,Area-27,17.43,29.05,0,NULL,0,NULL,0,NULL,387.74,Cash,34.43,3.9,3.3
500131,10-01-2024,13:00:00,CNR2839643,Success,416822,Mini,Area-17,Area-14,13.87,24.91,0,NULL,0,NULL,0,NULL,1341.59,UPI,20.46,3.2,4
500128,24-01-2024,22:00:00,CNR6621096,Cancelled by Driver,783112,eBike,Area-17,Area-42,0,0,0,NULL,1,The customer was coughing/sick,0,NULL,0,NULL,0,0,0
500172,09-01-2024,00:00:00,CNR1788866,Cancelled by Customer,621533,eBike,Area-47,Area-2,0,0,1,AC is not working,0,NULL,0,NULL,0,NULL,0,0,0
500127,12-01-2024,01:00:00,CNR9475983,Cancelled by Customer,923024,eBike,Area-44,Area-35,0,0,1,Change of plans,0,NULL,0,NULL,0,NULL,0,0,0
500141,29-01-2024,15:00:00,CNR3316524,Cancelled by Customer,291961,Prime SUV,Area-47,Area-36,0,0,1,AC is not working,0,NULL,0,NULL,0,NULL,0,0,0
500201,28-01-2024,22:00:00,CNR0373732,Success,765213,Auto,Area-8,Area-31,12.09,28.38,0,NULL,0,NULL,0,NULL,1741.62,Wallet,4.49,4.8,4
500148,23-01-2024,14:00:00,CNR2081245,Cancelled by Driver,850432,Prime Sedan,Area-30,Area-10,0,0,0,NULL,1,Customer related issue,0,NULL,0,NULL,0,0,0
500127,04-01-2024,10:00:00,CNR4616027,Success,923353,Mini,Area-49,Area-11,15.51,3.55,0,NULL,0,NULL,0,NULL,1932.39,Wallet,31.11,4.3,3.8
500126,01-01-2024,04:00:00,CNR0130381,Cancelled by Customer,337256,Prime Plus,Area-41,Area-47,0,0,1,AC is not working,0,NULL,0,NULL,0,NULL,0,0,0
500140,14-01-2024,07:00:00,CNR1351822,Cancelled by Customer,554730,Prime Sedan,Area-39,Area-34,0,0,1,Driver asked to cancel,0,NULL,0,NULL,0,NULL,0,0,0
500199,15-01-2024,14:00:00,CNR9471980,Success,122977,eBike,Area-9,Area-14,12.2,5.9,0,NULL,0,NULL,0,NULL,1759.26,UPI,18.96,4.3,3.1
500140,23-01-2024,19:00:00,CNR6501801,Success,597440,Prime Sedan,Area-8,Area-36,14.34,6.96,0,NULL,0,NULL,0,NULL,246.91,UPI,34.6,3,3.8
500170,27-01-2024,13:00:00,CNR6181711,Success,915749,Prime Plus,Area-13,Area-39,6,16.17,0,NULL,0,NULL,0,NULL,126.84,Wallet,10.88,4.4,3.6
500111,09-01-2024,20:00:00,CNR6420015,Success,178693,Bike,Area-6,Area-50,14.75,3.94,0,NULL,0,NULL,0,NULL,627.24,Wallet,13.54,3.5,5
500162,03-01-2024,03:00:00,CNR0102837,Success,993385,Auto,Area-49,Area-3,3.63,19.77,0,NULL,0,NULL,0,NULL,573.2,Cash,17.1,4.8,4.9
500146,16-01-2024,21:00:00,CNR8149238,Cancelled by Driver,238948,Auto,Area-42,Area-11,0,0,0,NULL,1,Personal & Car related issues,0,NULL,0,NULL,0,0,0
500119,07-01-2024,19:00:00,CNR1945467,Success,606545,Prime Plus,Area-44,Area-47,18.49,4.28,0,NULL,0,NULL,0,NULL,662.76,Card,21.15,3.1,3.5
500197,29-01-2024,13:00:00,CNR8566474,Success,979789,Prime Plus,Area-42,Area-25,16.7,26.87,0,NULL,0,NULL,0,NULL,1035.86,Wallet,31.03,3,4.9
500170,22-01-2024,03:00:00,CNR8042902,Success,581395,Auto,Area-26,Area-16,9.44,17.62,0,NULL,0,NULL,0,NULL,1962.31,Cash,5.31,4,3.6
500187,05-01-2024,09:00:00,CNR4058796,Cancelled by Driver,804091,eBike,Area-36,Area-14,0,0,0,NULL,1,More than permitted people in there,0,NULL,0,NULL,0,0,0
500145,15-01-2024,13:00:00,CNR3024564,Success,202170,Auto,Area-46,Area-29,15.43,7.43,0,NULL,0,NULL,0,NULL,619.37,UPI,17.73,4.7,4.9
500185,30-01-2024,22:00:00,CNR1848742,Success,579247,Prime Plus,Area-8,Area-26,16.67,6.53,0,NULL,0,NULL,0,NULL,1284.82,Cash,17.56,4.5,3.1
500113,20-01-2024,05:00:00,CNR4559075,Success,919023,Bike,Area-38,Area-31,18.5,6.14,0,NULL,0,NULL,0,NULL,805.44,UPI,29.35,4.5,3.3
500177,22-01-2024,12:00:00,CNR8466233,Success,731792,Mini,Area-9,Area-9,14.3,22.7,0,NULL,0,NULL,0,NULL,1438.15,Card,15.65,4.4,4.7
500159,09-01-2024,13:00:00,CNR2769179,Success,438041,eBike,Area-35,Area-45,14.5,23.06,0,NULL,0,NULL,0,NULL,1434.74,UPI,28.55,4.2,4.9
500183,19-01-2024,00:00:00,CNR8501617,Success,253541,Prime Sedan,Area-19,Area-44,16.95,21.03,0,NULL,0,NULL,0,NULL,1637.35,Cash,15.46,4.5,3.1
500108,27-01-2024,06:00:00,CNR8787527,Cancelled by Driver,149261,eBike,Area-19,Area-45,0,0,0,NULL,1,More than permitted people in there,0,NULL,0,NULL,0,0,0
500108,17-01-2024,12:00:00,CNR4769072,Cancelled by Driver,838857,eBike,Area-29,Area-15,0,0,0,NULL,1,The customer was coughing/sick,0,NULL,0,NULL,0,0,0
500141,26-01-2024,02:00:00,CNR5679216,Success,225151,Bike,Area-12,Area-48,8.17,13.43,0,NULL,0,NULL,0,NULL,547.28,UPI,28.27,3.3,4.2
500180,20-01-2024,21:00:00,CNR7113096,Success,475479,Bike,Area-32,Area-37,2.38,21.52,0,NULL,0,NULL,0,NULL,1583.2,Card,26.74,4.9,4
500132,18-01-2024,17:00:00,CNR5438632,Incomplete,688602,Mini,Area-40,Area-34,0,0,0,NULL,0,NULL,1,Other Issue,0,NULL,0,0,0
500196,01-01-2024,09:00:00,CNR1326920,Cancelled by Driver,369054,Mini,Area-25,Area-8,0,0,0,NULL,1,The customer was coughing/sick,0,NULL,0,NULL,0,0,0
500157,02-01-2024,01:00:00,CNR9838408,Success,275526,Auto,Area-33,Area-6,19.46,23.43,0,NULL,0,NULL,0,NULL,1277.55,Card,27.13,4.3,3.4
500158,30-01-2024,05:00:00,CNR4157976,Incomplete,124906,Prime Plus,Area-48,Area-44,0,0,0,NULL,0,NULL,1,Vehicle Breakdown,0,NULL,0,0,0
500114,15-01-2024,03:00:00,CNR0012089,Success,554059,Mini,Area-29,Area-41,7.01,12.3,0,NULL,0,NULL,0,NULL,173.31,Cash,6.8,3,4.4
500114,30-01-2024,21:00:00,CNR8352662,Cancelled by Driver,792818,Prime SUV,Area-25,Area-26,0,0,0,NULL,1,Personal & Car related issues,0,NULL,0,NULL,0,0,0
500199,21-01-2024,05:00:00,CNR1277826,Success,111691,Prime Sedan,Area-47,Area-42,11.52,17.1,0,NULL,0,NULL,0,NULL,1097.45,Cash,7.04,3,4.2
500113,14-01-2024,00:00:00,CNR2772981,Success,220190,Prime Plus,Area-40,Area-17,4.45,24.19,0,NULL,0,NULL,0,NULL,1988.91,Wallet,42.76,4.7,4.9
500113,28-01-2024,12:00:00,CNR5200743,Success,398987,Auto,Area-42,Area-16,12.77,27.1,0,NULL,0,NULL,0,NULL,646.07,Card,16.57,3.9,4.2
500179,25-01-2024,03:00:00,CNR5891377,Success,812591,Prime Plus,Area-18,Area-24,14.93,26.46,0,NULL,0,NULL,0,NULL,1125.76,Card,23.68,3.7,3.6
500184,28-01-2024,13:00:00,CNR6881528,Success,631815,Prime SUV,Area-5,Area-2,13,24.57,0,NULL,0,NULL,0,NULL,121.48,UPI,29.37,4.5,3.4
500126,24-01-2024,04:00:00,CNR8561385,Cancelled by Driver,635205,Bike,Area-9,Area-30,0,0,0,NULL,1,Personal & Car related issues,0,NULL,0,NULL,0,0,0
500123,17-01-2024,22:00:00,CNR3029967,Success,693297,Bike,Area-11,Area-12,13.53,29.06,0,NULL,0,NULL,0,NULL,476.7,Wallet,37.06,4,3.7
500199,10-01-2024,21:00:00,CNR0302934,Success,439813,eBike,Area-3,Area-3,2.96,29.08,0,NULL,0,NULL,0,NULL,1178.33,Card,32.04,3.5,4.5
500140,17-01-2024,01:00:00,CNR6368539,Success,931161,Mini,Area-23,Area-23,10.16,18.52,0,NULL,0,NULL,0,NULL,200.32,UPI,25.59,3.3,3.3
500182,10-01-2024,00:00:00,CNR1168643,Success,320939,Mini,Area-44,Area-31,12.23,19.77,0,NULL,0,NULL,0,NULL,1205.08,Card,21.13,3.5,3.3
500137,27-01-2024,20:00:00,CNR5811954,Incomplete,863336,eBike,Area-41,Area-2,0,0,0,NULL,0,NULL,1,Other Issue,0,NULL,0,0,0
500145,13-01-2024,02:00:00,CNR9264424,Success,753484,Prime Plus,Area-38,Area-50,13.53,8.67,0,NULL,0,NULL,0,NULL,1201.66,Card,36.49,3.7,3.9
500174,17-01-2024,03:00:00,CNR3128541,Success,140932,Bike,Area-31,Area-40,17.68,16.41,0,NULL,0,NULL,0,NULL,1808.87,Cash,37.87,3.2,4.3
500120,29-01-2024,22:00:00,CNR6530528,Cancelled by Driver,943706,Bike,Area-25,Area-23,0,0,0,NULL,1,Personal & Car related issues,0,NULL,0,NULL,0,0,0
500190,19-01-2024,03:00:00,CNR1428284,Success,107459,Prime SUV,Area-46,Area-48,11.98,4.42,0,NULL,0,NULL,0,NULL,666.01,UPI,1.35,4.3,4.4
500143,05-01-2024,13:00:00,CNR1628432,Cancelled by Customer,678923,Mini,Area-49,Area-14,0,0,1,Wrong Address,0,NULL,0,NULL,0,NULL,0,0,0
500180,21-01-2024,14:00:00,CNR1549573,Success,340932,eBike,Area-43,Area-8,9.49,21.28,0,NULL,0,NULL,0,NULL,709.95,Cash,8.93,3.4,3.8
500162,07-01-2024,20:00:00,CNR3688460,Success,139589,Bike,Area-24,Area-6,14.77,27.99,0,NULL,0,NULL,0,NULL,1928.88,Cash,20.63,4.3,3.6
500105,08-01-2024,11:00:00,CNR6426820,Success,745073,Prime Plus,Area-34,Area-45,4.22,2.05,0,NULL,0,NULL,0,NULL,1993.79,Wallet,12.72,3,3.3
500124,16-01-2024,01:00:00,CNR6420795,Cancelled by Customer,464354,Prime Sedan,Area-36,Area-38,0,0,1,AC is not working,0,NULL,0,NULL,0,NULL,0,0,0
500178,10-01-2024,15:00:00,CNR6195241,Success,941945,Auto,Area-19,Area-22,10.75,8.47,0,NULL,0,NULL,0,NULL,913.4,Wallet,27.36,4.6,3.5
500120,25-01-2024,00:00:00,CNR4237688,Success,764442,Mini,Area-17,Area-5,15.98,7.39,0,NULL,0,NULL,0,NULL,738.54,Cash,35.36,4.6,3.8
500158,30-01-2024,21:00:00,CNR8206809,Success,382146,Bike,Area-23,Area-14,4.47,22.64,0,NULL,0,NULL,0,NULL,507.98,Card,46.58,3.4,4.5
500199,12-01-2024,07:00:00,CNR2226119,Cancelled by Customer,106945,Bike,Area-43,Area-32,0,0,1,Wrong Address,0,NULL,0,NULL,0,NULL,0,0,0
500140,02-01-2024,19:00:00,CNR8338852,Success,517206,Prime Sedan,Area-49,Area-33,5.22,17.72,0,NULL,0,NULL,0,NULL,1104.5,UPI,3.65,4.6,4
500150,17-01-2024,19:00:00,CNR8741530,Cancelled by Customer,441244,Auto,Area-25,Area-38,0,0,1,AC is not working,0,NULL,0,NULL,0,NULL,0,0,0
500127,27-01-2024,03:00:00,CNR8122931,Success,490394,Prime SUV,Area-27,Area-45,7.94,12.62,0,NULL,0,NULL,0,NULL,1387.72,Cash,23.09,4.1,5
500196,12-01-2024,12:00:00,CNR8581874,Success,990649,Prime Plus,Area-27,Area-32,12.98,16.49,0,NULL,0,NULL,0,NULL,1724.08,Cash,16.47,4,3.5
500145,17-01-2024,23:00:00,CNR0122807,Success,949363,Bike,Area-24,Area-36,5.9,1.58,0,NULL,0,NULL,0,NULL,437.97,Card,6.94,4.7,4.9
500199,13-01-2024,03:00:00,CNR3647832,Success,946952,eBike,Area-10,Area-11,18.64,13.23,0,NULL,0,NULL,0,NULL,204.27,UPI,31,3.8,4.8
500119,10-01-2024,17:00:00,CNR3676387,Incomplete,572161,Bike,Area-48,Area-38,0,0,0,NULL,0,NULL,1,Vehicle Breakdown,0,NULL,0,0,0
500130,08-01-2024,03:00:00,CNR1076970,Success,596171,Auto,Area-7,Area-7,11.42,1.76,0,NULL,0,NULL,0,NULL,561.78,Card,20.45,4.5,3.2
500139,04-01-2024,14:00:00,CNR6832261,Cancelled by Driver,474175,eBike,Area-2,Area-3,0,0,0,NULL,1,The customer was coughing/sick,0,NULL,0,NULL,0,0,0
500136,21-01-2024,07:00:00,CNR4895195,Success,766738,eBike,Area-30,Area-41,17.67,13.61,0,NULL,0,NULL,0,NULL,989.22,Card,32.35,4.1,4.8
500136,04-01-2024,19:00:00,CNR4323088,Success,821179,Auto,Area-31,Area-35,18.52,28.46,0,NULL,0,NULL,0,NULL,621.2,Card,24.38,3,3.9
500183,01-01-2024,07:00:00,CNR5184276,Cancelled by Driver,542750,Auto,Area-15,Area-17,0,0,0,NULL,1,Customer related issue,0,NULL,0,NULL,0,0,0
500121,23-01-2024,01:00:00,CNR7986278,Success,403662,Prime Plus,Area-5,Area-12,3.1,14.2,0,NULL,0,NULL,0,NULL,675.26,Card,23.19,4.4,4
500196,03-01-2024,02:00:00,CNR9092140,Success,458521,Prime Plus,Area-1,Area-32,8.98,23.79,0,NULL,0,NULL,0,NULL,111.89,Cash,25.42,3.7,4.4
500197,07-01-2024,05:00:00,CNR0704188,Cancelled by Driver,361055,eBike,Area-8,Area-50,0,0,0,NULL,1,More than permitted people in there,0,NULL,0,NULL,0,0,0
500186,19-01-2024,21:00:00,CNR2917062,Success,759726,Prime Plus,Area-20,Area-21,14.84,22.6,0,NULL,0,NULL,0,NULL,632.69,UPI,27.93,3.2,4
500176,03-01-2024,05:00:00,CNR8216312,Success,709303,Auto,Area-16,Area-1,15.89,14.78,0,NULL,0,NULL,0,NULL,357.51,Cash,30.21,3.7,3.2
500184,30-01-2024,06:00:00,CNR6996067,Cancelled by Driver,432125,Prime Plus,Area-9,Area-32,0,0,0,NULL,1,The customer was coughing/sick,0,NULL,0,NULL,0,0,0
500187,19-01-2024,17:00:00,CNR7037207,Success,298994,Mini,Area-35,Area-45,11.77,16.76,0,NULL,0,NULL,0,NULL,1217.43,Card,16.86,3.9,4.7
500133,03-01-2024,22:00:00,CNR5485475,Cancelled by Customer,481760,Prime SUV,Area-2,Area-40,0,0,1,Wrong Address,0,NULL,0,NULL,0,NULL,0,0,0
500116,11-01-2024,04:00:00,CNR3098167,Success,772036,Mini,Area-19,Area-21,7.12,3.79,0,NULL,0,NULL,0,NULL,398.35,Cash,33.29,3.1,4.9
500165,09-01-2024,14:00:00,CNR1106346,Success,735388,Prime Plus,Area-4,Area-24,14.64,1.38,0,NULL,0,NULL,0,NULL,1672.55,Wallet,46.13,4.3,4.9
500113,28-01-2024,06:00:00,CNR0594378,Success,974991,Auto,Area-3,Area-47,6.77,28.39,0,NULL,0,NULL,0,NULL,1086.74,Card,48.07,3.2,4.5
500185,09-01-2024,05:00:00,CNR5261741,Success,836677,Mini,Area-23,Area-44,13.64,26.6,0,NULL,0,NULL,0,NULL,708.15,Card,9.17,3.4,3.8
500111,23-01-2024,18:00:00,CNR9433933,Cancelled by Driver,737967,Prime Sedan,Area-28,Area-47,0,0,0,NULL,1,Customer related issue,0,NULL,0,NULL,0,0,0
500118,25-01-2024,00:00:00,CNR5357349,Success,117094,Bike,Area-3,Area-19,10.83,29.81,0,NULL,0,NULL,0,NULL,1718.65,Cash,15.79,3.6,3.4
500188,30-01-2024,10:00:00,CNR8955504,Success,361993,Bike,Area-17,Area-24,5.43,24.52,0,NULL,0,NULL,0,NULL,1481.82,UPI,5.5,3.8,4.8
500129,21-01-2024,14:00:00,CNR1865953,Cancelled by Customer,918017,Auto,Area-37,Area-25,0,0,1,Driver is not moving towards pickup location,0,NULL,0,NULL,0,NULL,0,0,0
500139,15-01-2024,06:00:00,CNR3848826,Success,762903,Prime SUV,Area-1,Area-41,8.27,9.84,0,NULL,0,NULL,0,NULL,1029.68,Card,3.02,4.1,3.3
500167,07-01-2024,12:00:00,CNR0734552,Success,452497,Prime Plus,Area-26,Area-10,2.57,17.57,0,NULL,0,NULL,0,NULL,1028.56,Card,3.42,3.8,3.2
500169,06-01-2024,18:00:00,CNR4135595,Success,439121,Mini,Area-18,Area-50,14.01,17.7,0,NULL,0,NULL,0,NULL,421.45,UPI,6.51,3.8,3.7
500196,26-01-2024,08:00:00,CNR6713886,Success,491979,eBike,Area-15,Area-13,3.96,22.13,0,NULL,0,NULL,0,NULL,1260.95,Card,5.2,4.5,3.5
500133,13-01-2024,06:00:00,CNR0614025,Success,675458,Prime Sedan,Area-34,Area-49,10.18,22.17,0,NULL,0,NULL,0,NULL,1186.86,Cash,7.93,4.4,3
500182,11-01-2024,21:00:00,CNR1276060,Success,792165,Prime SUV,Area-18,Area-43,7.84,4.13,0,NULL,0,NULL,0,NULL,1960.6,Cash,15.33,4.8,3.8
500103,14-01-2024,11:00:00,CNR4501957,Success,613731,Prime Sedan,Area-34,Area-20,8.47,5.55,0,NULL,0,NULL,0,NULL,510.6,UPI,17.99,3.7,4.3
500120,03-01-2024,15:00:00,CNR6888052,Success,192059,Prime Plus,Area-26,Area-43,14.87,16.1,0,NULL,0,NULL,0,NULL,863.8,Card,34.22,4.7,4.4
500164,19-01-2024,04:00:00,CNR9935215,Cancelled by Driver,839389,eBike,Area-9,Area-20,0,0,0,NULL,1,Customer related issue,0,NULL,0,NULL,0,0,0
500109,19-01-2024,08:00:00,CNR9919935,Incomplete,980303,Prime Sedan,Area-8,Area-12,0,0,0,NULL,0,NULL,1,Customer Demand,0,NULL,0,0,0
500188,02-01-2024,06:00:00,CNR7844498,Cancelled by Driver,297062,Prime SUV,Area-18,Area-10,0,0,0,NULL,1,Personal & Car related issues,0,NULL,0,NULL,0,0,0
500177,06-01-2024,14:00:00,CNR1762522,Cancelled by Customer,917707,eBike,Area-23,Area-6,0,0,1,Change of plans,0,NULL,0,NULL,0,NULL,0,0,0
500145,06-01-2024,17:00:00,CNR5673841,Success,115743,Prime SUV,Area-3,Area-27,18.58,28.56,0,NULL,0,NULL,0,NULL,448.9,Card,11.91,4.3,3.4
500117,19-01-2024,17:00:00,CNR8434240,Cancelled by Customer,513296,Prime Sedan,Area-25,Area-47,0,0,1,Wrong Address,0,NULL,0,NULL,0,NULL,0,0,0
500181,25-01-2024,09:00:00,CNR5587548,Success,514828,Bike,Area-16,Area-34,19.69,2.14,0,NULL,0,NULL,0,NULL,420.21,Wallet,19.98,4.5,4.9
